"","config_id","replicate","layer","x","y","patch","landscape_config"
"541...541","1","1","0",40.5,94.5,NA,0.01
"542...542","1","1","0",41.5,94.5,NA,0.01
"543...543","1","1","0",42.5,94.5,NA,0.01
"544...544","1","1","0",43.5,94.5,NA,0.01
"545...545","1","1","0",44.5,94.5,NA,0.01
"546...546","1","1","0",45.5,94.5,NA,0.01
"547...547","1","1","0",46.5,94.5,NA,0.01
"548...548","1","1","1",47.5,94.5,42,0.01
"549...549","1","1","0",48.5,94.5,NA,0.01
"550...550","1","1","0",49.5,94.5,NA,0.01
"551...551","1","1","1",50.5,94.5,43,0.01
"552...552","1","1","0",51.5,94.5,NA,0.01
"553...553","1","1","0",52.5,94.5,NA,0.01
"554...554","1","1","0",53.5,94.5,NA,0.01
"555...555","1","1","1",54.5,94.5,36,0.01
"556...556","1","1","0",55.5,94.5,NA,0.01
"557...557","1","1","0",56.5,94.5,NA,0.01
"558...558","1","1","0",57.5,94.5,NA,0.01
"559...559","1","1","0",58.5,94.5,NA,0.01
"560...560","1","1","0",59.5,94.5,NA,0.01
"561...561","1","1","0",60.5,94.5,NA,0.01
"562...562","1","1","0",61.5,94.5,NA,0.01
"563...563","1","1","1",62.5,94.5,44,0.01
"564...564","1","1","1",63.5,94.5,44,0.01
"565...565","1","1","0",64.5,94.5,NA,0.01
"566...566","1","1","0",65.5,94.5,NA,0.01
"567...567","1","1","0",66.5,94.5,NA,0.01
"568...568","1","1","0",67.5,94.5,NA,0.01
"569...569","1","1","0",68.5,94.5,NA,0.01
"570...570","1","1","0",69.5,94.5,NA,0.01
"571...571","1","1","0",70.5,94.5,NA,0.01
"572...572","1","1","0",71.5,94.5,NA,0.01
"573...573","1","1","1",72.5,94.5,45,0.01
"574...574","1","1","1",73.5,94.5,45,0.01
"575...575","1","1","0",74.5,94.5,NA,0.01
"576...576","1","1","0",75.5,94.5,NA,0.01
"577...577","1","1","0",76.5,94.5,NA,0.01
"578...578","1","1","0",77.5,94.5,NA,0.01
"579...579","1","1","0",78.5,94.5,NA,0.01
"580...580","1","1","1",79.5,94.5,46,0.01
"581...581","1","1","0",80.5,94.5,NA,0.01
"582...582","1","1","0",81.5,94.5,NA,0.01
"583...583","1","1","1",82.5,94.5,47,0.01
"584...584","1","1","0",83.5,94.5,NA,0.01
"585...585","1","1","0",84.5,94.5,NA,0.01
"586...586","1","1","0",85.5,94.5,NA,0.01
"587...587","1","1","0",86.5,94.5,NA,0.01
"588...588","1","1","0",87.5,94.5,NA,0.01
"589...589","1","1","0",88.5,94.5,NA,0.01
"590...590","1","1","1",89.5,94.5,39,0.01
"591...591","1","1","1",90.5,94.5,39,0.01
"592...592","1","1","1",91.5,94.5,39,0.01
"593...593","1","1","0",92.5,94.5,NA,0.01
"594...594","1","1","0",93.5,94.5,NA,0.01
"595...595","1","1","0",94.5,94.5,NA,0.01
"596...596","1","1","0",95.5,94.5,NA,0.01
"597...597","1","1","0",96.5,94.5,NA,0.01
"598...598","1","1","0",97.5,94.5,NA,0.01
"599...599","1","1","0",98.5,94.5,NA,0.01
"600...600","1","1","1",99.5,94.5,48,0.01
"601...601","1","1","0",0.5,93.5,NA,0.01
"602...602","1","1","0",1.5,93.5,NA,0.01
"603...603","1","1","1",2.5,93.5,40,0.01
"604...604","1","1","1",3.5,93.5,40,0.01
"605...605","1","1","1",4.5,93.5,40,0.01
"606...606","1","1","0",5.5,93.5,NA,0.01
"607...607","1","1","0",6.5,93.5,NA,0.01
"608...608","1","1","0",7.5,93.5,NA,0.01
"609...609","1","1","0",8.5,93.5,NA,0.01
"610...610","1","1","0",9.5,93.5,NA,0.01
"611...611","1","1","1",10.5,93.5,49,0.01
"612...612","1","1","0",11.5,93.5,NA,0.01
"613...613","1","1","0",12.5,93.5,NA,0.01
"614...614","1","1","0",13.5,93.5,NA,0.01
"615...615","1","1","0",14.5,93.5,NA,0.01
"616...616","1","1","1",15.5,93.5,41,0.01
"617...617","1","1","0",16.5,93.5,NA,0.01
"618...618","1","1","0",17.5,93.5,NA,0.01
"619...619","1","1","0",18.5,93.5,NA,0.01
"620...620","1","1","0",19.5,93.5,NA,0.01
"621...621","1","1","0",20.5,93.5,NA,0.01
"622...622","1","1","0",21.5,93.5,NA,0.01
"623...623","1","1","0",22.5,93.5,NA,0.01
"624...624","1","1","0",23.5,93.5,NA,0.01
"625...625","1","1","0",24.5,93.5,NA,0.01
"626...626","1","1","0",25.5,93.5,NA,0.01
"627...627","1","1","0",26.5,93.5,NA,0.01
"628...628","1","1","0",27.5,93.5,NA,0.01
"629...629","1","1","0",28.5,93.5,NA,0.01
"630...630","1","1","0",29.5,93.5,NA,0.01
"631...631","1","1","0",30.5,93.5,NA,0.01
"632...632","1","1","0",31.5,93.5,NA,0.01
"633...633","1","1","1",32.5,93.5,50,0.01
"634...634","1","1","0",33.5,93.5,NA,0.01
"635...635","1","1","0",34.5,93.5,NA,0.01
"636...636","1","1","0",35.5,93.5,NA,0.01
"637...637","1","1","0",36.5,93.5,NA,0.01
"638...638","1","1","0",37.5,93.5,NA,0.01
"639...639","1","1","0",38.5,93.5,NA,0.01
"640...640","1","1","0",39.5,93.5,NA,0.01
"641...641","1","1","0",40.5,93.5,NA,0.01
"642...642","1","1","0",41.5,93.5,NA,0.01
"643...643","1","1","0",42.5,93.5,NA,0.01
"644...644","1","1","0",43.5,93.5,NA,0.01
"645...645","1","1","0",44.5,93.5,NA,0.01
"646...646","1","1","0",45.5,93.5,NA,0.01
"647...647","1","1","1",46.5,93.5,42,0.01
"648...648","1","1","0",47.5,93.5,NA,0.01
"649...649","1","1","0",48.5,93.5,NA,0.01
"650...650","1","1","0",49.5,93.5,NA,0.01
"651...651","1","1","0",50.5,93.5,NA,0.01
"652...652","1","1","0",51.5,93.5,NA,0.01
"653...653","1","1","0",52.5,93.5,NA,0.01
"654...654","1","1","0",53.5,93.5,NA,0.01
"655...655","1","1","0",54.5,93.5,NA,0.01
"656...656","1","1","0",55.5,93.5,NA,0.01
"657...657","1","1","0",56.5,93.5,NA,0.01
"658...658","1","1","0",57.5,93.5,NA,0.01
"659...659","1","1","0",58.5,93.5,NA,0.01
"660...660","1","1","0",59.5,93.5,NA,0.01
"661...661","1","1","0",60.5,93.5,NA,0.01
"662...662","1","1","1",61.5,93.5,44,0.01
"663...663","1","1","0",62.5,93.5,NA,0.01
"664...664","1","1","0",63.5,93.5,NA,0.01
"665...665","1","1","1",64.5,93.5,44,0.01
"666...666","1","1","1",65.5,93.5,44,0.01
"667...667","1","1","0",66.5,93.5,NA,0.01
"668...668","1","1","0",67.5,93.5,NA,0.01
"669...669","1","1","1",68.5,93.5,51,0.01
"670...670","1","1","0",69.5,93.5,NA,0.01
"671...671","1","1","0",70.5,93.5,NA,0.01
"672...672","1","1","0",71.5,93.5,NA,0.01
"673...673","1","1","0",72.5,93.5,NA,0.01
"674...674","1","1","0",73.5,93.5,NA,0.01
"675...675","1","1","0",74.5,93.5,NA,0.01
"676...676","1","1","0",75.5,93.5,NA,0.01
"677...677","1","1","0",76.5,93.5,NA,0.01
"678...678","1","1","0",77.5,93.5,NA,0.01
"679...679","1","1","0",78.5,93.5,NA,0.01
"680...680","1","1","0",79.5,93.5,NA,0.01
"681...681","1","1","0",80.5,93.5,NA,0.01
"682...682","1","1","0",81.5,93.5,NA,0.01
"683...683","1","1","0",82.5,93.5,NA,0.01
"684...684","1","1","0",83.5,93.5,NA,0.01
"685...685","1","1","0",84.5,93.5,NA,0.01
"686...686","1","1","0",85.5,93.5,NA,0.01
"687...687","1","1","0",86.5,93.5,NA,0.01
"688...688","1","1","0",87.5,93.5,NA,0.01
"689...689","1","1","0",88.5,93.5,NA,0.01
"690...690","1","1","1",89.5,93.5,39,0.01
"691...691","1","1","1",90.5,93.5,39,0.01
"692...692","1","1","1",91.5,93.5,39,0.01
"693...693","1","1","0",92.5,93.5,NA,0.01
"694...694","1","1","0",93.5,93.5,NA,0.01
"695...695","1","1","0",94.5,93.5,NA,0.01
"696...696","1","1","0",95.5,93.5,NA,0.01
"697...697","1","1","0",96.5,93.5,NA,0.01
"698...698","1","1","0",97.5,93.5,NA,0.01
"699...699","1","1","0",98.5,93.5,NA,0.01
"700...700","1","1","0",99.5,93.5,NA,0.01
"701...701","1","1","0",0.5,92.5,NA,0.01
"702...702","1","1","0",1.5,92.5,NA,0.01
"703...703","1","1","1",2.5,92.5,40,0.01
"704...704","1","1","1",3.5,92.5,40,0.01
"705...705","1","1","1",4.5,92.5,40,0.01
"706...706","1","1","0",5.5,92.5,NA,0.01
"707...707","1","1","0",6.5,92.5,NA,0.01
"708...708","1","1","1",7.5,92.5,52,0.01
"709...709","1","1","1",8.5,92.5,52,0.01
"710...710","1","1","0",9.5,92.5,NA,0.01
"711...711","1","1","0",10.5,92.5,NA,0.01
"712...712","1","1","0",11.5,92.5,NA,0.01
"713...713","1","1","0",12.5,92.5,NA,0.01
"714...714","1","1","0",13.5,92.5,NA,0.01
"715...715","1","1","0",14.5,92.5,NA,0.01
"716...716","1","1","0",15.5,92.5,NA,0.01
"717...717","1","1","0",16.5,92.5,NA,0.01
"718...718","1","1","0",17.5,92.5,NA,0.01
"719...719","1","1","0",18.5,92.5,NA,0.01
"720...720","1","1","0",19.5,92.5,NA,0.01
"721...721","1","1","0",20.5,92.5,NA,0.01
"722...722","1","1","0",21.5,92.5,NA,0.01
"723...723","1","1","0",22.5,92.5,NA,0.01
"724...724","1","1","0",23.5,92.5,NA,0.01
"725...725","1","1","0",24.5,92.5,NA,0.01
"726...726","1","1","0",25.5,92.5,NA,0.01
"727...727","1","1","1",26.5,92.5,53,0.01
"728...728","1","1","0",27.5,92.5,NA,0.01
"729...729","1","1","0",28.5,92.5,NA,0.01
"730...730","1","1","0",29.5,92.5,NA,0.01
"731...731","1","1","0",30.5,92.5,NA,0.01
"732...732","1","1","0",31.5,92.5,NA,0.01
"733...733","1","1","0",32.5,92.5,NA,0.01
"734...734","1","1","0",33.5,92.5,NA,0.01
"735...735","1","1","0",34.5,92.5,NA,0.01
"736...736","1","1","0",35.5,92.5,NA,0.01
"737...737","1","1","0",36.5,92.5,NA,0.01
"738...738","1","1","0",37.5,92.5,NA,0.01
"739...739","1","1","1",38.5,92.5,54,0.01
"740...740","1","1","0",39.5,92.5,NA,0.01
"741...741","1","1","0",40.5,92.5,NA,0.01
"742...742","1","1","0",41.5,92.5,NA,0.01
"743...743","1","1","0",42.5,92.5,NA,0.01
"744...744","1","1","0",43.5,92.5,NA,0.01
"745...745","1","1","0",44.5,92.5,NA,0.01
"746...746","1","1","0",45.5,92.5,NA,0.01
"747...747","1","1","0",46.5,92.5,NA,0.01
"748...748","1","1","0",47.5,92.5,NA,0.01
"749...749","1","1","0",48.5,92.5,NA,0.01
"750...750","1","1","0",49.5,92.5,NA,0.01
"751...751","1","1","0",50.5,92.5,NA,0.01
"752...752","1","1","0",51.5,92.5,NA,0.01
"753...753","1","1","0",52.5,92.5,NA,0.01
"754...754","1","1","0",53.5,92.5,NA,0.01
"755...755","1","1","0",54.5,92.5,NA,0.01
"756...756","1","1","0",55.5,92.5,NA,0.01
"757...757","1","1","0",56.5,92.5,NA,0.01
"758...758","1","1","0",57.5,92.5,NA,0.01
"759...759","1","1","0",58.5,92.5,NA,0.01
"760...760","1","1","0",59.5,92.5,NA,0.01
"761...761","1","1","0",60.5,92.5,NA,0.01
"762...762","1","1","0",61.5,92.5,NA,0.01
"763...763","1","1","0",62.5,92.5,NA,0.01
"764...764","1","1","0",63.5,92.5,NA,0.01
"765...765","1","1","0",64.5,92.5,NA,0.01
"766...766","1","1","0",65.5,92.5,NA,0.01
"767...767","1","1","1",66.5,92.5,44,0.01
"768...768","1","1","0",67.5,92.5,NA,0.01
"769...769","1","1","0",68.5,92.5,NA,0.01
"770...770","1","1","0",69.5,92.5,NA,0.01
"771...771","1","1","0",70.5,92.5,NA,0.01
"772...772","1","1","1",71.5,92.5,55,0.01
"773...773","1","1","0",72.5,92.5,NA,0.01
"774...774","1","1","0",73.5,92.5,NA,0.01
"775...775","1","1","0",74.5,92.5,NA,0.01
"776...776","1","1","1",75.5,92.5,56,0.01
"777...777","1","1","0",76.5,92.5,NA,0.01
"778...778","1","1","0",77.5,92.5,NA,0.01
"779...779","1","1","0",78.5,92.5,NA,0.01
"780...780","1","1","1",79.5,92.5,56,0.01
"781...781","1","1","0",80.5,92.5,NA,0.01
"782...782","1","1","0",81.5,92.5,NA,0.01
"783...783","1","1","0",82.5,92.5,NA,0.01
"784...784","1","1","0",83.5,92.5,NA,0.01
"785...785","1","1","0",84.5,92.5,NA,0.01
"786...786","1","1","0",85.5,92.5,NA,0.01
"787...787","1","1","1",86.5,92.5,57,0.01
"788...788","1","1","1",87.5,92.5,57,0.01
"789...789","1","1","0",88.5,92.5,NA,0.01
"790...790","1","1","0",89.5,92.5,NA,0.01
"791...791","1","1","0",90.5,92.5,NA,0.01
"792...792","1","1","0",91.5,92.5,NA,0.01
"793...793","1","1","0",92.5,92.5,NA,0.01
"794...794","1","1","0",93.5,92.5,NA,0.01
"795...795","1","1","1",94.5,92.5,58,0.01
"796...796","1","1","0",95.5,92.5,NA,0.01
"797...797","1","1","0",96.5,92.5,NA,0.01
"798...798","1","1","0",97.5,92.5,NA,0.01
"799...799","1","1","0",98.5,92.5,NA,0.01
"800...800","1","1","0",99.5,92.5,NA,0.01
"801...801","1","1","0",0.5,91.5,NA,0.01
"802...802","1","1","1",1.5,91.5,40,0.01
"803...803","1","1","1",2.5,91.5,40,0.01
"804...804","1","1","1",3.5,91.5,40,0.01
"805...805","1","1","1",4.5,91.5,40,0.01
"806...806","1","1","1",5.5,91.5,40,0.01
"807...807","1","1","0",6.5,91.5,NA,0.01
"808...808","1","1","0",7.5,91.5,NA,0.01
"809...809","1","1","0",8.5,91.5,NA,0.01
"810...810","1","1","0",9.5,91.5,NA,0.01
"811...811","1","1","0",10.5,91.5,NA,0.01
"812...812","1","1","0",11.5,91.5,NA,0.01
"813...813","1","1","0",12.5,91.5,NA,0.01
"814...814","1","1","0",13.5,91.5,NA,0.01
"815...815","1","1","1",14.5,91.5,59,0.01
"816...816","1","1","0",15.5,91.5,NA,0.01
"817...817","1","1","0",16.5,91.5,NA,0.01
"818...818","1","1","0",17.5,91.5,NA,0.01
"819...819","1","1","0",18.5,91.5,NA,0.01
"820...820","1","1","0",19.5,91.5,NA,0.01
"821...821","1","1","0",20.5,91.5,NA,0.01
"822...822","1","1","0",21.5,91.5,NA,0.01
"823...823","1","1","0",22.5,91.5,NA,0.01
"824...824","1","1","0",23.5,91.5,NA,0.01
"825...825","1","1","0",24.5,91.5,NA,0.01
"826...826","1","1","1",25.5,91.5,53,0.01
"827...827","1","1","0",26.5,91.5,NA,0.01
"828...828","1","1","0",27.5,91.5,NA,0.01
"829...829","1","1","0",28.5,91.5,NA,0.01
"830...830","1","1","0",29.5,91.5,NA,0.01
"831...831","1","1","0",30.5,91.5,NA,0.01
"832...832","1","1","0",31.5,91.5,NA,0.01
"833...833","1","1","0",32.5,91.5,NA,0.01
"834...834","1","1","1",33.5,91.5,60,0.01
"835...835","1","1","0",34.5,91.5,NA,0.01
"836...836","1","1","0",35.5,91.5,NA,0.01
"837...837","1","1","0",36.5,91.5,NA,0.01
"838...838","1","1","0",37.5,91.5,NA,0.01
"839...839","1","1","0",38.5,91.5,NA,0.01
"840...840","1","1","0",39.5,91.5,NA,0.01
"841...841","1","1","0",40.5,91.5,NA,0.01
"842...842","1","1","0",41.5,91.5,NA,0.01
"843...843","1","1","1",42.5,91.5,61,0.01
"844...844","1","1","0",43.5,91.5,NA,0.01
"845...845","1","1","0",44.5,91.5,NA,0.01
"846...846","1","1","0",45.5,91.5,NA,0.01
"847...847","1","1","0",46.5,91.5,NA,0.01
"848...848","1","1","0",47.5,91.5,NA,0.01
"849...849","1","1","0",48.5,91.5,NA,0.01
"850...850","1","1","0",49.5,91.5,NA,0.01
"851...851","1","1","0",50.5,91.5,NA,0.01
"852...852","1","1","0",51.5,91.5,NA,0.01
"853...853","1","1","1",52.5,91.5,62,0.01
"854...854","1","1","0",53.5,91.5,NA,0.01
"855...855","1","1","0",54.5,91.5,NA,0.01
"856...856","1","1","0",55.5,91.5,NA,0.01
"857...857","1","1","0",56.5,91.5,NA,0.01
"858...858","1","1","0",57.5,91.5,NA,0.01
"859...859","1","1","0",58.5,91.5,NA,0.01
"860...860","1","1","0",59.5,91.5,NA,0.01
"861...861","1","1","0",60.5,91.5,NA,0.01
"862...862","1","1","0",61.5,91.5,NA,0.01
"863...863","1","1","0",62.5,91.5,NA,0.01
"864...864","1","1","0",63.5,91.5,NA,0.01
"865...865","1","1","0",64.5,91.5,NA,0.01
"866...866","1","1","0",65.5,91.5,NA,0.01
"867...867","1","1","0",66.5,91.5,NA,0.01
"868...868","1","1","0",67.5,91.5,NA,0.01
"869...869","1","1","0",68.5,91.5,NA,0.01
"870...870","1","1","0",69.5,91.5,NA,0.01
"871...871","1","1","0",70.5,91.5,NA,0.01
"872...872","1","1","0",71.5,91.5,NA,0.01
"873...873","1","1","0",72.5,91.5,NA,0.01
"874...874","1","1","1",73.5,91.5,56,0.01
"875...875","1","1","0",74.5,91.5,NA,0.01
"876...876","1","1","0",75.5,91.5,NA,0.01
"877...877","1","1","1",76.5,91.5,56,0.01
"878...878","1","1","0",77.5,91.5,NA,0.01
"879...879","1","1","1",78.5,91.5,56,0.01
"880...880","1","1","1",79.5,91.5,56,0.01
"881...881","1","1","0",80.5,91.5,NA,0.01
"882...882","1","1","1",81.5,91.5,63,0.01
"883...883","1","1","0",82.5,91.5,NA,0.01
"884...884","1","1","0",83.5,91.5,NA,0.01
"885...885","1","1","1",84.5,91.5,64,0.01
"886...886","1","1","0",85.5,91.5,NA,0.01
"887...887","1","1","0",86.5,91.5,NA,0.01
"888...888","1","1","0",87.5,91.5,NA,0.01
"889...889","1","1","0",88.5,91.5,NA,0.01
"890...890","1","1","0",89.5,91.5,NA,0.01
"891...891","1","1","1",90.5,91.5,65,0.01
"892...892","1","1","1",91.5,91.5,65,0.01
"893...893","1","1","0",92.5,91.5,NA,0.01
"894...894","1","1","0",93.5,91.5,NA,0.01
"895...895","1","1","0",94.5,91.5,NA,0.01
"896...896","1","1","0",95.5,91.5,NA,0.01
"897...897","1","1","0",96.5,91.5,NA,0.01
"898...898","1","1","1",97.5,91.5,66,0.01
"899...899","1","1","0",98.5,91.5,NA,0.01
"900...900","1","1","0",99.5,91.5,NA,0.01
"901...901","1","1","0",0.5,90.5,NA,0.01
"902...902","1","1","0",1.5,90.5,NA,0.01
"903...903","1","1","0",2.5,90.5,NA,0.01
"904...904","1","1","1",3.5,90.5,40,0.01
"905...905","1","1","0",4.5,90.5,NA,0.01
"906...906","1","1","0",5.5,90.5,NA,0.01
"907...907","1","1","0",6.5,90.5,NA,0.01
"908...908","1","1","0",7.5,90.5,NA,0.01
"909...909","1","1","0",8.5,90.5,NA,0.01
"910...910","1","1","0",9.5,90.5,NA,0.01
"911...911","1","1","0",10.5,90.5,NA,0.01
"912...912","1","1","0",11.5,90.5,NA,0.01
"913...913","1","1","0",12.5,90.5,NA,0.01
"914...914","1","1","0",13.5,90.5,NA,0.01
"915...915","1","1","0",14.5,90.5,NA,0.01
"916...916","1","1","1",15.5,90.5,59,0.01
"917...917","1","1","0",16.5,90.5,NA,0.01
"918...918","1","1","0",17.5,90.5,NA,0.01
"919...919","1","1","0",18.5,90.5,NA,0.01
"920...920","1","1","0",19.5,90.5,NA,0.01
"921...921","1","1","0",20.5,90.5,NA,0.01
"922...922","1","1","0",21.5,90.5,NA,0.01
"923...923","1","1","0",22.5,90.5,NA,0.01
"924...924","1","1","0",23.5,90.5,NA,0.01
"925...925","1","1","0",24.5,90.5,NA,0.01
"926...926","1","1","1",25.5,90.5,53,0.01
"927...927","1","1","0",26.5,90.5,NA,0.01
"928...928","1","1","0",27.5,90.5,NA,0.01
"929...929","1","1","0",28.5,90.5,NA,0.01
"930...930","1","1","0",29.5,90.5,NA,0.01
"931...931","1","1","1",30.5,90.5,67,0.01
"932...932","1","1","0",31.5,90.5,NA,0.01
"933...933","1","1","0",32.5,90.5,NA,0.01
"934...934","1","1","0",33.5,90.5,NA,0.01
"935...935","1","1","0",34.5,90.5,NA,0.01
"936...936","1","1","0",35.5,90.5,NA,0.01
"937...937","1","1","0",36.5,90.5,NA,0.01
"938...938","1","1","0",37.5,90.5,NA,0.01
"939...939","1","1","0",38.5,90.5,NA,0.01
"940...940","1","1","0",39.5,90.5,NA,0.01
"941...941","1","1","0",40.5,90.5,NA,0.01
"942...942","1","1","0",41.5,90.5,NA,0.01
"943...943","1","1","0",42.5,90.5,NA,0.01
"944...944","1","1","0",43.5,90.5,NA,0.01
"945...945","1","1","1",44.5,90.5,68,0.01
"946...946","1","1","0",45.5,90.5,NA,0.01
"947...947","1","1","0",46.5,90.5,NA,0.01
"948...948","1","1","1",47.5,90.5,69,0.01
"949...949","1","1","0",48.5,90.5,NA,0.01
"950...950","1","1","1",49.5,90.5,70,0.01
"951...951","1","1","0",50.5,90.5,NA,0.01
"952...952","1","1","1",51.5,90.5,62,0.01
"953...953","1","1","1",52.5,90.5,62,0.01
"954...954","1","1","1",53.5,90.5,62,0.01
"955...955","1","1","0",54.5,90.5,NA,0.01
"956...956","1","1","1",55.5,90.5,71,0.01
"957...957","1","1","0",56.5,90.5,NA,0.01
"958...958","1","1","0",57.5,90.5,NA,0.01
"959...959","1","1","0",58.5,90.5,NA,0.01
"960...960","1","1","0",59.5,90.5,NA,0.01
"961...961","1","1","0",60.5,90.5,NA,0.01
"962...962","1","1","0",61.5,90.5,NA,0.01
"963...963","1","1","0",62.5,90.5,NA,0.01
"964...964","1","1","0",63.5,90.5,NA,0.01
"965...965","1","1","0",64.5,90.5,NA,0.01
"966...966","1","1","0",65.5,90.5,NA,0.01
"967...967","1","1","0",66.5,90.5,NA,0.01
"968...968","1","1","0",67.5,90.5,NA,0.01
"969...969","1","1","0",68.5,90.5,NA,0.01
"970...970","1","1","0",69.5,90.5,NA,0.01
"971...971","1","1","0",70.5,90.5,NA,0.01
"972...972","1","1","1",71.5,90.5,72,0.01
"973...973","1","1","0",72.5,90.5,NA,0.01
"974...974","1","1","0",73.5,90.5,NA,0.01
"975...975","1","1","1",74.5,90.5,56,0.01
"976...976","1","1","1",75.5,90.5,56,0.01
"977...977","1","1","0",76.5,90.5,NA,0.01
"978...978","1","1","1",77.5,90.5,56,0.01
"979...979","1","1","0",78.5,90.5,NA,0.01
"980...980","1","1","0",79.5,90.5,NA,0.01
"981...981","1","1","0",80.5,90.5,NA,0.01
"982...982","1","1","0",81.5,90.5,NA,0.01
"983...983","1","1","0",82.5,90.5,NA,0.01
"984...984","1","1","0",83.5,90.5,NA,0.01
"985...985","1","1","0",84.5,90.5,NA,0.01
"986...986","1","1","0",85.5,90.5,NA,0.01
"987...987","1","1","0",86.5,90.5,NA,0.01
"988...988","1","1","0",87.5,90.5,NA,0.01
"989...989","1","1","0",88.5,90.5,NA,0.01
"990...990","1","1","0",89.5,90.5,NA,0.01
"991...991","1","1","0",90.5,90.5,NA,0.01
"992...992","1","1","0",91.5,90.5,NA,0.01
"993...993","1","1","0",92.5,90.5,NA,0.01
"994...994","1","1","0",93.5,90.5,NA,0.01
"995...995","1","1","0",94.5,90.5,NA,0.01
"996...996","1","1","0",95.5,90.5,NA,0.01
"997...997","1","1","1",96.5,90.5,66,0.01
"998...998","1","1","0",97.5,90.5,NA,0.01
"999...999","1","1","0",98.5,90.5,NA,0.01
"1000...1000","1","1","0",99.5,90.5,NA,0.01
"1001...1001","1","1","0",0.5,89.5,NA,0.01
"1002...1002","1","1","0",1.5,89.5,NA,0.01
"1003...1003","1","1","0",2.5,89.5,NA,0.01
"1004...1004","1","1","0",3.5,89.5,NA,0.01
"1005...1005","1","1","0",4.5,89.5,NA,0.01
"1006...1006","1","1","0",5.5,89.5,NA,0.01
"1007...1007","1","1","0",6.5,89.5,NA,0.01
"1008...1008","1","1","0",7.5,89.5,NA,0.01
"1009...1009","1","1","0",8.5,89.5,NA,0.01
"1010...1010","1","1","0",9.5,89.5,NA,0.01
"1011...1011","1","1","0",10.5,89.5,NA,0.01
"1012...1012","1","1","0",11.5,89.5,NA,0.01
"1013...1013","1","1","0",12.5,89.5,NA,0.01
"1014...1014","1","1","0",13.5,89.5,NA,0.01
"1015...1015","1","1","0",14.5,89.5,NA,0.01
"1016...1016","1","1","0",15.5,89.5,NA,0.01
"1017...1017","1","1","1",16.5,89.5,59,0.01
"1018...1018","1","1","0",17.5,89.5,NA,0.01
"1019...1019","1","1","0",18.5,89.5,NA,0.01
"1020...1020","1","1","0",19.5,89.5,NA,0.01
"1021...1021","1","1","0",20.5,89.5,NA,0.01
"1022...1022","1","1","0",21.5,89.5,NA,0.01
"1023...1023","1","1","0",22.5,89.5,NA,0.01
"1024...1024","1","1","0",23.5,89.5,NA,0.01
"1025...1025","1","1","0",24.5,89.5,NA,0.01
"1026...1026","1","1","0",25.5,89.5,NA,0.01
"1027...1027","1","1","0",26.5,89.5,NA,0.01
"1028...1028","1","1","0",27.5,89.5,NA,0.01
"1029...1029","1","1","1",28.5,89.5,67,0.01
"1030...1030","1","1","1",29.5,89.5,67,0.01
"1031...1031","1","1","0",30.5,89.5,NA,0.01
"1032...1032","1","1","1",31.5,89.5,67,0.01
"1033...1033","1","1","0",32.5,89.5,NA,0.01
"1034...1034","1","1","1",33.5,89.5,73,0.01
"1035...1035","1","1","0",34.5,89.5,NA,0.01
"1036...1036","1","1","0",35.5,89.5,NA,0.01
"1037...1037","1","1","0",36.5,89.5,NA,0.01
"1038...1038","1","1","0",37.5,89.5,NA,0.01
"1039...1039","1","1","0",38.5,89.5,NA,0.01
"1040...1040","1","1","0",39.5,89.5,NA,0.01
"1041...1041","1","1","1",40.5,89.5,74,0.01
"1042...1042","1","1","0",41.5,89.5,NA,0.01
"1043...1043","1","1","0",42.5,89.5,NA,0.01
"1044...1044","1","1","0",43.5,89.5,NA,0.01
"1045...1045","1","1","0",44.5,89.5,NA,0.01
"1046...1046","1","1","0",45.5,89.5,NA,0.01
"1047...1047","1","1","0",46.5,89.5,NA,0.01
"1048...1048","1","1","0",47.5,89.5,NA,0.01
"1049...1049","1","1","0",48.5,89.5,NA,0.01
"1050...1050","1","1","0",49.5,89.5,NA,0.01
"1051...1051","1","1","0",50.5,89.5,NA,0.01
"1052...1052","1","1","1",51.5,89.5,62,0.01
"1053...1053","1","1","0",52.5,89.5,NA,0.01
"1054...1054","1","1","0",53.5,89.5,NA,0.01
"1055...1055","1","1","0",54.5,89.5,NA,0.01
"1056...1056","1","1","1",55.5,89.5,71,0.01
"1057...1057","1","1","1",56.5,89.5,71,0.01
"1058...1058","1","1","0",57.5,89.5,NA,0.01
"1059...1059","1","1","0",58.5,89.5,NA,0.01
"1060...1060","1","1","0",59.5,89.5,NA,0.01
"1061...1061","1","1","1",60.5,89.5,75,0.01
"1062...1062","1","1","0",61.5,89.5,NA,0.01
"1063...1063","1","1","0",62.5,89.5,NA,0.01
"1064...1064","1","1","1",63.5,89.5,76,0.01
"1065...1065","1","1","0",64.5,89.5,NA,0.01
"1066...1066","1","1","0",65.5,89.5,NA,0.01
"1067...1067","1","1","0",66.5,89.5,NA,0.01
"1068...1068","1","1","0",67.5,89.5,NA,0.01
"1069...1069","1","1","0",68.5,89.5,NA,0.01
"1070...1070","1","1","0",69.5,89.5,NA,0.01
"1071...1071","1","1","0",70.5,89.5,NA,0.01
"1072...1072","1","1","0",71.5,89.5,NA,0.01
"1073...1073","1","1","0",72.5,89.5,NA,0.01
"1074...1074","1","1","0",73.5,89.5,NA,0.01
